tweet,sentiment
"@tahitianmom that truely is sad news to hear  we are all created equal","sadness"
"after 4 tries and 2 arms it was successful BUT now I look like a junkie","worry"
"@CrypticIrnAngel thats a bummer i havent got one yet :/ been waiting over a year  grrrrrrrrrrrrrrr","sadness"
"Decided not to go...I want to see my sweetie  But I cant.","worry"
"almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults","hate"
"Im so full. Subway was bomb! Waiting for my 2nd shift to start","happiness"
"#quitsmokingdiary  5 Weeks tomorrow since giving up YAAAAAAYY!!!!               - I dont want to talk about it","relief"
"@MandyyJirouxx but Today mtv does not allow us to vote","sadness"
"Wish I didnt have to work today.","sadness"
"Well dinner was disastrous my uncle lashed out at me for no reason he just told me to shut up ! ?? Confused since i wasnt even talking","surprise"
"is looking for a job","neutral"
"Its rained ever day in Miami since Ive been here.....","sadness"
"@marisianempire:   whatcha reading?","neutral"
"@_missJP LMAO! ugh i know","hate"
"@lorib709 sorry you arent feeling well!","worry"
"just got home from a long day at asda. joy","happiness"
"Its raining on Staunton again","worry"
"bout tuh head out an find sum wher tuh go an chill","neutral"
"i wish i were hanging out with kobe right now","sadness"
"Math was not fun at all. Oh well","relief"
"Guess Im gonna try the nap thing again 2day","sadness"
"Poor babys got his first booboo  that he caused himself LOL  http://twitpic.com/673vt","happiness"
"pulled from interesting meeting to an urgent support request","surprise"
"i neeeeeeeed music suggestions but no one will give them","sadness"
"Knight Online Come Back","fun"
"@SallyTraffic ermm","happiness"
"Just lost respect to someone.","sadness"
"@autonomy14 Ah","worry"
"Sims 3 wouldnt work on my old macbook  hope to get Sims 2 by tomorrow.","sadness"
"@nikkilynnsd aw i wish i could.  i have to get ready for atlanta and i have to come into work since I am behind on work","sadness"
"MIT bookstore has best book selection","sadness"
"I cant follow any1  on FollowFriday LOL u guys follow @SteveRaze @djpooh @losdigital @djsmartiez @djeightmile @maestro @rollingout @djlgee","neutral"
"about to start getting ready for work.  took lexi out to the park earlier! wish i could lay around ALL day.","sadness"
"Im downloading manually the oooiifull.mp4 movie by @leebrimelow as it seems the only way to see it fully","worry"
"Prayers for my family and my dog - Mozart is being put down this afternoon.   Pics of him at http://tinyurl.com/mozartdog","neutral"
"@lyricals dont care about my struggles..","sadness"
"Still cant sleep..missin my dobby...","worry"
"HD full again...  http://plurk.com/p/x2eb3","surprise"
"For some dumb reason my dresser is sticky on top. And for another reason","hate"
"Im still thinking ... Idk","neutral"
"@michy_mar_mey I want cake  is it chocolate!??","neutral"
"@proactiff WHO IS SAYING ALL THIS...are you ignoring me *frowns*","neutral"
"@cailingg me too  what are you doing?","neutral"
"i miss my boo  on another note im soready for this game to come on tonight...fox grill anyone???!!","sadness"
"iLook struggles to make Outlook more social http://bit.ly/JjUdF looks interesting","worry"
"@sunilsebastian I still have a lot of time on my stupid contract...  18 months before I can change providers","sadness"
"@kassielovee belly ache...lulz....Im sorry though  ....ginger ale!","neutral"
"would like to go back to bed. horrible headache pounding behind my eyes and all over my skull","worry"
"@heloloser thanks clair","happiness"
"Should have left car and walked home! I might need someone to rescue me with petrol! Light flashing","worry"
"@3CB goodnight hun. Yaani nakam wakati unaenda  @soleaddict1 hai","worry"
"@carbyville - Ya but they have to speak to you first to reply to them..","neutral"
"but mum just burned some bacon... smoke alarms a bitch","worry"
"I know I shouldnt be saying this but fuck it..Im horny as hell","happiness"
"@GirlUSoCrazy lol girl I cannot stop!!! I am a student","happiness"
"at least 3 more days","sadness"
"I just filled out the forms to stop contributing to the retirement account i had set up with my employer  I have to pay off my credit card","neutral"
"@SavageMike :: I know the feeling  Its a little depressing :S","worry"
"@zinzR0ux whatz that supposed to mean  i have a dog now  waaaaaaaaaah lol jk","fun"
"I feel like crying! One of my diamond earrings fell out my ear bc it was loose and I cant find it. Ive had them forever","worry"
"TGIF!!! But also sad that this is last day I get to work with my favorite TV reporter","sadness"
"@sgBEAT:kwanghock @Valkyrieslife @kahhongtay @jeremy89632 it is the Hao Da Za Ji Pa?? I miss the food there so much??","neutral"
"@YasmineGalenorn depressed that both of those are already out but yours isnt. I want your book!!","sadness"
"No 10th  2 months=]","happiness"
"@simplysinister that sucks  I seriously hope you feel better soon","sadness"
"its been so nice all day","happiness"
"@AYoungOne Yep that one works. I LOVE Potbelly but I cant get it in AZ  Have to wait for my Chi-town trips @PotbellySdchWks","love"
"@iamdiddy me.  confused about a guy...hes great but why am I pushing him away?","worry"
"@fountain1987 Ooh!Wish i was there.Just watched Hollyoaks on E4.So sad","worry"
"@billbathgate hotttie poooh!!!! ooo i bet it sounda magical (HH) im coming home in 1 hour","fun"
"OH NO! MY FAN BROKE  NOOOOOOOOOOOO! great now i have to swelter in the heat. i like heat-ish but it hot! my laptop warm as well.","worry"
"@DopeAlicious Im sorry","love"
"@kyle_newman i just called and its sold out.  bummer. next time!","sadness"
"This is sad","worry"
"Just got done discing","worry"
"eating my roommates cereal. sorry bro","neutral"
"Im wishing that i had the weekend off so i can go to SOL.","sadness"
"Just tried an energy drink to report back for you guys","worry"
"@danosphere Its a beautiful MN day","happiness"
"@michemo Bristols is the ish! I LOVE their brunch on Sundays. Ruth Chris is good too but I got sick there once.","love"
"@oneofthosefaces i know im inlove with  @katyperry actually..","love"
"@thriftymommy well my daughter is 20 now...thats why I said I miss those days...they go by sooo fast","sadness"
"spending most of the weekend working.. that doesnt even sound fun","sadness"
"Testing out Hulu desktop. Reminds me of a shittier version of boxy. Feels clunky","worry"
"@BiffBarker Ohhhhh how I miss the Brunch","sadness"
"Oh my god. I literally drove in rain that was so hard that i couldnt see in front of me. Im shaking","worry"
"Oops","sadness"
"at the house home alone   ","love"
"@stevico1 Its so nice i ahd to work today","relief"
"@solangeknowles girl you know beauty has a price","neutral"
"@CourtJsallis  lolll","hate"
"@ginamc shes been watching the cartoon clone wars","neutral"
"@yayamartinez dude i am so sorry!!!!! I never got that number for you my fail  i just remembered","worry"
"@agcruc Girl","happiness"
"I am so jelz. I want a house. &gt","sadness"
"@Em_Fizz hes really not into new people  I dunno em but he said hed try","neutral"
"watching The Uninvited in my room. Cant wait to go home. But I have to go to the Deid first.","worry"
"Off to NC tonight until June 7th! Im going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!","enthusiasm"
"@totalblonde70 ohh i would def give it 2 u but tht was kenyattas cam not mine  sry but i want tht pic 2","surprise"
"and wtf at little 9 year old wanna be thugs? ugh why cant everyone just be friends and not in cliques like back in the old days","sadness"
"this is a horrible day.","sadness"
"Tiggerk is still having upset tummy issues  http://apps.facebook.com/dogbook/profile/view/6823131","worry"
"@BeateVeronica Im jealous - I would love deer steak. One of the downsides of having an almost vegetarian and a carnivore living together","sadness"
"@janelleyo Wish we could deliver alcohol","neutral"
"@spaley sadly that is so true","worry"
"Checking out zensify on my iphone. works fine but no landscape typing","sadness"
"@bryceavary So no video blogs anymore?","surprise"
"http://twitpic.com/670pn - she is so cute really i really want to meet her  wish one day","love"
"@BonesCrazy24 Im tired","worry"
"AK","neutral"
"okay... I cant twitter anymore.. I have to study..  ugh I HATE SCHOOL.. jk. but I thoroughly dislike it...","hate"
"Stupid net  we think mum broke it. Again.","sadness"
"time to mow the lawn.","relief"
"Rainy day is rainy.","neutral"
"@exoticaleila lmao yea","surprise"
"No shoes for me.","sadness"
"is up at the hub for day parade again (of course) and they just cancelled the castle show mid-show","sadness"
"installed the new modem which is meant to run 5 times faster than the old one and its slower  what the hell? gah slow internet kills me","sadness"
"I will never eat broadway pizza again.. feelin ill.","worry"
"@420thoughts I can understand","worry"
"No pool today.   Stupid weather.","sadness"
"Roscoe - Smooth Sailin WHY DID NO ONE TELL ME ABOUT THIS SONG?????? RAP FRIENDS U HAVE FAILED ME","sadness"
"I just love when all my little brothers friends come over","fun"
"@justababy I make that same face when I get home and your mom is watching soaps.","surprise"
"Wheres my bus? I want to go home!","worry"
"I dont think the neti pot is working for me  maybe Im doing it wrong?","worry"
"Cant believe there had been nice weather all day and I was stuck in doors all day","surprise"
"my special edition JFPL came today! all i have time to do is rip the demo cd to itunes and upload to my ipod before i go to work","happiness"
"@MAMAHINAi was on the list","sadness"
"My new landlord just called.. I cant move in until tomorrow morning  Way to rain on my parade..","worry"
"is really stressing out","worry"
"i love my new phone but hate that i didnt get my netbook today...","love"
"Wow","sadness"
"@joelogic Wish I could be there too!  Enjoy your weekend! xxx","happiness"
"@BretWolfe its a travesty","hate"
"@HarleyRodrigue hey Harley","relief"
"Packing is no fun at all  good thing I have the new united on to keep me going... But still no fun","worry"
"Playing with the munchkin today","happiness"
"I have not recieved any mail in over a month  life is boring","sadness"
